COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN1;1;Conocimientos del mercado y la industria, incluyendo las tendencias, los competidores y los desafíos del sector;;3;3;3;4;5;5;5;5;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN2;2;Conocimientos en desarrollar y ejecutar un plan de marketing y comunicación con enfoque agile que refleje los objetivos y valores de la empresa;;3;3;3;4;5;5;5;5;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN3;3;Conocimientos en gestionar la identidad de marca y crear una imagen coherente y atractiva para la empresa en todos los canales de comunicación;;3;3;3;4;5;5;5;5;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN4;4;Conocimientos en crear campañas publicitarias y promociones que atraigan y retengan a los clientes, utilizando técnicas y herramientas de publicidad como SEO, SEM, publicidad en redes sociales, publicidad de display y correo electrónico;;3;4;4;4;5;5;5;5;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN5;5;Conocimientos de análisis de datos y métricas de marketing para evaluar la eficacia de las estrategias y campañas de marketing, y tomar decisiones sobre cómo mejorar el rendimiento;;2;3;3;4;4;4;5;5;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN6;6;Conocimientos sobre gestionar las relaciones públicas de la empresa, incluyendo la creación de comunicados de prensa y la organización de eventos para promover los productos de Grupos 3D Solutions;;1;2;2;3;3;4;4;4;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN7;7;Conocimientos sobre gestionar eficazmente el presupuesto de marketing asegurando que se asignen los recursos adecuados a las iniciativas de marketing más importantes;;2;2;3;3;3;4;4;4;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN8;8;Conocimientos de Photoshop, Adobe InDesign  o Adobe Illustrator;;1;2;2;3;3;4;4;4;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN9;9;Conocimientos en gestión del equipo;;1;2;2;3;3;4;4;4;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN10;10;Conocimientos de los procedimientos internos del área;;3;4;4;5;5;5;5;5;5;5;5;5
COMERCIAL;R.MARKETING_Y_COMUNICACIÓN;R.MARKETING_Y_COMUNICACIÓN11;11;Conocimientos de normas y procedimientos (fichajes) de la empresa;;3;4;4;5;5;5;5;5;5;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS1;1;Conocimientos de paquete Office;1;2;3;3;3;4;4;5;5;5;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS2;2;Conocimientos en negociación de proveedores y mantenimiento de cartera de proveedores;0;1;2;2;3;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS3;3;Conocimientos en conciliación proveedores y acreedores;0;1;2;2;3;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS4;4;Concocimiento en negociación y gestión proveedores estrategicos (seguros, luz, etc.);0;0;1;1;2;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS5;5;Conocimientos en control y gestion del presupuesto empresa y por áreas;0;0;1;1;2;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS6;6;Conocimientos en gestión de planes de reducción de gastos;0;0;1;1;2;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS7;7;Conocimientos básicos de gestión de subvenciones;0;0;1;1;2;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS8;8;Conocimientos en Business Cental;0;2;3;4;4;4;4;5;5;5;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS9;9;Conocimientos en informes mensuales de saldos bancos;0;1;2;2;3;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS10;10;Conocimientos sobre la realización del informe mensual pagos a proveedores Grupo 3D Solutions;0;2;3;4;4;4;4;5;5;5;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS11;11;Conocimientos de reparto de pedidos a los diferentes departamentos verificando estado de recepción o prestación de servicio;0;1;2;2;3;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS12;12;Conocimientos de control de sotck y valoración mensual;0;1;2;2;3;3;3;4;4;4;5;5;5
COMPRAS;T.COMPRAS;T.COMPRAS13;13;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;2;3;3;4;4;4;5;5;5;5;5;5
CAD;T.CAD;T.CAD1;1;Conocimientos en protesis dental;1;2;2;3;3;4;4;5;5;5;5;5;5
CAD;T.CAD;T.CAD2;2;Conocimientos en software EXOCAD;1;2;3;3;3;4;4;5;5;5;5;5;5
CAD;T.CAD;T.CAD3;3;Conocimientos en materiales (caracteristicas fisicas, estetica) para consejar a los clientes internos y externos;0;2;3;4;4;4;4;5;5;5;5;5;5
CAD;T.CAD;T.CAD4;4;Conocimientos de control de calidad de productos terminados en CAD;1;2;3;4;4;4;4;5;5;5;5;5;5
CAD;T.CAD;T.CAD5;5;Conocimientos en flujo digital;0;0;0;1;2;3;3;3;3;4;5;5;5
CAD;T.CAD;T.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);0;0;0;0;1;1;2;3;4;5;5;5;5
CAD;T.CAD;T.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;0;0;0;0;0;1;2;3;4;4;5;5;5
CAD;T.CAD;T.CAD8;8;Conocimientos en nuevas tendencias, i+d, etc. ;0;0;0;0;0;0;0;1;2;3;4;5;5
CAD;T.CAD;T.CAD9;9;Conocimientos para impartir formaciones a clientes internos y externos;0;0;0;0;0;0;0;1;2;3;4;5;5
CAD;T.CAD;T.CAD10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;2;3;3;4;4;4;5;5;5;5;5;5
CAD;T.CAD;T.CAD11;11;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);0;2;3;3;4;4;4;5;5;5;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD1;1;Conocimientos protesicos dentales;1;1;2;3;3;3;4;4;4;5;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD2;2;Conocimientos en implantes interfases, tormilleria, etc.;1;1;2;3;3;3;4;4;4;5;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD3;3;Conocimientos en proceso de calidad de materiales blandos;1;1;2;3;3;3;4;4;4;5;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD4;4;Conocimientos en proceso de calidad de materiales duros - metales;1;1;2;2;3;3;3;4;4;4;4;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD5;5;Conocimientos en proceso de calidad de materiales fresmedical;0;0;0;1;2;2;3;4;4;4;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD6;6;Conocimientos en pieza médica;0;0;0;1;2;2;3;3;3;4;4;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD7;7;Conocimientos en reparar piezas complejas (evitar repetición);0;0;0;1;2;3;3;3;3;4;4;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD8;8;Conocimientos de los procedimientos internos del área;0;2;3;3;4;4;4;5;5;5;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD9;9;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;2;3;3;4;4;4;5;5;5;5;5;5
CAD;T.CALIDAD_CAD;T.CALIDAD_CAD10;10;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);0;2;3;3;4;4;4;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD1;1;Conocimientos en protesis dental;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD2;2;Conocimientos en software EXOCAD;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD3;3;Conocimientos en materiales (caracteristicas fisicas, estetica) para consejar a los clientes internos y externos;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD4;4;Conocimientos de control de calidad de productos terminados en CAD;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD5;5;Conocimientos en flujo digital;;2;3;3;4;4;4;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);;1;1;2;3;3;3;4;4;4;5;5;5
CAD;JE.CAD;JE.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;;2;3;3;4;4;4;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD8;8;Conocimientos en nuevas tendencias, i+d, etc. ;;1;1;2;3;3;3;4;4;4;5;5;5
CAD;JE.CAD;JE.CAD9;9;Conocimientos para impartir formaciones a clientes internos y externos;;2;2;2;3;3;3;4;4;4;5;5;5
CAD;JE.CAD;JE.CAD10;10;Conocimientos en gestión del equipo;;1;2;2;3;3;4;4;4;5;5;5;5
CAD;JE.CAD;JE.CAD11;11;Conocimientos de normas y procedimientos (fichajes) de la empresa;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;JE.CAD;JE.CAD12;12;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);;3;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD1;1;Conocimientos en protesis dental;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD2;2;Conocimientos en software EXOCAD;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD3;3;Conocimientos en materiales (caracteristicas fisicas, estetica) para consejar a los clientes internos y externos;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD4;4;Conocimientos de control de calidad de productos terminados en CAD;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD5;5;Conocimientos en flujo digital;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);;3;3;4;4;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);;3;3;3;4;4;4;5;5;5;5;5;5
CAD;R.CAD;R.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD10;10;Conocimientos en planificación protesica de fresmedical;;4;5;5;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;;3;3;3;3;3;3;3;3;3;3;3;3
CAD;R.CAD;R.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;;3;3;3;3;3;3;3;3;3;3;3;3
CAD;R.CAD;R.CAD13;13;Conocimientos en gestión del equipo;;2;3;3;4;4;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD14;14;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;3;4;4;5;5;5;5;5;5;5;5;5
CAD;R.CAD;R.CAD15;15;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);0;3;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD1;1;Conocimientos en protesis dental;;4;5;5;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD2;2;Conocimientos en software EXOCAD;;4;4;5;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD3;3;Conocimientos en materiales (caracteristicas fisicas, estetica) para consejar a los clientes internos y externos;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD4;4;Conocimientos de control de calidad de productos terminados en CAD;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD5;5;Conocimientos en flujo digital;;4;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD6;6;Conocimientos en EXOPLAN (cirujia guiada);;3;3;4;4;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD7;7;Conocimientos en software en diseño CAD y/o complementarios ;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD8;8;Conocimientos en proporcionar soluciones adaptadas a los clientes (mentalidad análitica);;4;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD9;9;Conocimientos en la elaboración de manuales de formación y formato de los cursos;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD10;10;Conocimientos en planificación protesica de fresmedical;;4;5;5;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD11;11;Conocimientos en nuevas tendencias, i+d, etc. ;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD12;12;Conocimientos para impartir formaciones a clientes internos y externos;;4;4;5;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD13;13;Conocimientos en la elaboración del plan de acción anual del área CAD;;2;2;2;3;3;3;4;4;4;5;5;5
CAD;D.CAD;D.CAD14;14;Conocimientos en la gestión de proyectos y desarrollo de nuevos productos;;2;2;2;3;3;3;4;4;4;5;5;5
CAD;D.CAD;D.CAD15;15;Conocimientos en la impartición de conferencias;;2;2;2;3;3;3;4;4;4;5;5;5
CAD;D.CAD;D.CAD16;16;Conocimientos en representación institucional de la marca ;;2;2;2;3;3;3;4;4;4;5;5;5
CAD;D.CAD;D.CAD17;17;Conocimientos en gestión del equipo;;3;3;3;4;4;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD18;18;Conocimientos de normas y procedimientos (fichajes) de la empresa;;3;4;4;5;5;5;5;5;5;5;5;5
CAD;D.CAD;D.CAD19;19;Conocimiento de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);;3;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO1;1;Conocimientos en protesis dental;0;1;1;2;3;3;3;4;4;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;0;2;2;3;3;4;4;4;5;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO3;3;Conocimientos en rectificado;0;0;1;2;3;3;3;4;4;4;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;0;0;0;1;2;3;3;4;4;4;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO5;5;Conocimientos en cálculo de piezas de fresmedical;0;0;0;0;1;2;2;3;4;4;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO6;6;Conocimientos en piezas normales;0;2;2;3;3;4;4;5;5;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO7;7;Conocimientos en piezas complejas;0;1;2;2;3;3;3;4;4;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO8;8;Conocimientos en desarrollo de estrategías de mecanizado;0;0;0;0;0;1;2;3;3;4;4;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO9;9;Conocimientos de los procedimientos internos del área;0;2;3;3;4;4;4;5;5;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;2;3;3;4;4;4;5;5;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO11;11;Conocimientos en materiales (Indicaciones, uso,…);0;1;2;3;3;4;4;5;5;5;5;5;5
CÁLCULO;T.CÁLCULO;T.CÁLCULO12;12;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);0;2;3;3;4;4;4;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO1;1;Conocimientos en protesis dental;;4;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO2;2;Conocimientos en cálculo de piezas de circoneo - materiales blandos;;4;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO3;3;Conocimientos en rectificado;;3;4;4;4;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO4;4;Conocimientos en cálculo de piezas de metal - materiales duros;;3;3;3;4;4;4;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO5;5;Conocimientos en cálculo de piezas de fresmedical;;1;2;2;3;3;4;4;4;4;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO6;6;Conocimientos en piezas normales;;4;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO7;7;Conocimientos en piezas complejas;;3;3;3;4;4;4;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO8;8;Conocimientos en gestión del equipo;;1;2;2;3;3;4;4;4;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO9;9;Conocimientos en nuevas tendencias, i+d, etc. ;;1;1;2;2;3;3;3;4;4;4;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO10;10;Conocimientos en desarrollo de estrategías de mecanizado;;1;1;2;2;3;3;3;4;4;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO11;11;Conocimientos de los procedimientos internos del área;;3;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO12;12;Conocimientos de normas y procedimientos (fichajes) de la empresa;;3;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO13;13;Conocimientos avanzados del proceso CAD-CAM de Grupo 3D Solutions;;3;4;4;5;5;5;5;5;5;5;5;5
CÁLCULO;JE.CÁLCULO;JE.CÁLCULO14;14;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);;3;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS1;1;Conocimientos en hornos;0;3;3;3;4;4;4;5;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS2;2;Conocimientos en compresores;0;3;3;3;4;4;4;5;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS3;3;Conocimientos en las máquinas impresoras 3D Resina;0;1;2;3;3;4;4;4;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS4;4;Conocimientos en las máquinas impresoras 3D Metal;0;1;2;3;3;4;4;4;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS5;5;Conocimientos en las máquinas de disilicato;0;1;2;3;3;4;4;4;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS6;6;Conocimientos en las máquinas circonio;0;1;2;2;3;3;3;4;4;4;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS7;7;Conocimientos en renishaw;0;0;1;1;2;2;3;3;4;4;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS8;8;Conocimientos en las máquinas de fresadoras de metal HERMLE;0;1;1;2;2;3;3;3;4;4;4;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS9;9;Conocimientos de los procedimientos internos del área;0;2;3;3;4;4;4;5;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;2;3;3;4;4;4;5;5;5;5;5;5
MÁQUINAS;T.MÁQUINAS;T.MÁQUINAS11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);0;2;3;3;4;4;4;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS1;1;Conocimientos en hornos;;4;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS2;2;Conocimientos en compresores;;4;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS3;3;Conocimientos en las máquinas impresoras 3D Resina;;4;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS4;4;Conocimientos en las máquinas impresoras 3D Metal;;4;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS5;5;Conocimientos en las máquinas de disilicato;;4;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS6;6;Conocimientos en las máquinas circoneo;;3;3;4;4;4;4;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS7;7;Conocimientos en renishaw;;3;3;4;4;4;4;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS8;8;Conocimientos en las máquinas de fresadoras de metal HERMLE;;2;3;3;4;4;4;4;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS9;9;Conocimientos en gestión del equipo;;1;2;2;3;3;4;4;4;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS10;10;Conocimientos de los procedimientos internos del área;;3;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS11;11;Conocimientos de normas y procedimientos (fichajes) de la empresa;;3;4;4;5;5;5;5;5;5;5;5;5
MÁQUINAS;JE.MÁQUINAS;JE.MÁQUINAS12;12;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);;3;4;4;5;5;5;5;5;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD1;1;Conocimientos protesicos dentales;1;1;2;3;3;3;4;4;4;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD2;2;Conocimientos en implantes interfases, tormilleria, etc.;1;1;2;3;3;3;4;4;4;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD3;3;Conocimientos en hornos ZR/Cerámica;1;1;2;3;3;3;4;4;4;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD4;4;Conocimientos en proceso de calidad de materiales blandos;1;1;2;3;3;3;4;4;4;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD5;5;Conocimientos en proceso de calidad de materiales duros - metales;1;1;2;2;3;3;3;4;4;4;4;5;5
CALIDAD;T.CALIDAD;T.CALIDAD6;6;Conocimientos en proceso de calidad de materiales fresmedical;0;0;0;1;2;2;3;4;4;4;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD7;7;Conocimientos en pieza médica;0;0;0;1;2;2;3;3;3;4;4;5;5
CALIDAD;T.CALIDAD;T.CALIDAD8;8;Conocimientos en reparar piezas complejas (evitar repetición);0;0;0;1;2;3;3;3;3;4;4;5;5
CALIDAD;T.CALIDAD;T.CALIDAD9;9;Conocimientos de los procedimientos internos del área;0;2;3;3;4;4;4;5;5;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD10;10;Conocimientos de normas y procedimientos (fichajes) de la empresa;0;2;3;3;4;4;4;5;5;5;5;5;5
CALIDAD;T.CALIDAD;T.CALIDAD11;11;Conocimientos de uso correcto de FTP - ERP (pasar ordenes a otros departamentos);0;2;3;3;4;4;4;5;5;5;5;5;5
